video_id,video_path,source_group,dataset,subset,source_model,role,length,frame_indices,spatial_fit_index,random_source_key,expected_gs,expected_gt,expected_final,cache_key
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_107.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_107.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_107.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,478c440c25f41c2b306852bd8cb101398d9c899bb1769230d08b4eb74835b2a0,-1792.6587684508036,-1690.4064558941614,0.024046385684012246,6230032983b51ca0ba16391d377ab007f5382098c51ee0f0ea8d7da26e6cf4a6
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_108.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_108.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_108.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,cde9e0bd0a2de7ca67cd8af65a8a34fc7f809d7cc4a2c24c91b9e5338d18b477,-1540.7049110289286,-1539.44228353088,0.20657228631975513,6e004a0e4ca4349b06375d90bf533eb5a2ee00bb508b9ca3b1e6a1bf8897bb20
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_109.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_109.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_109.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,6dd3fb44e0a8e5bc88401e6a8bad08619d4d99e98dd5e501d0570bb04d668aa2,-1703.1007240172098,-1713.9062727886926,0.02947668942783141,fd57b2c1ccbb3d2203e8380f975656b6676cbaf7b4450cf9ac9d8e7b91202ea0
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_11.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_11.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_11.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,7f90f6476cff428a0f0d56f4d4337855bc80ea51d8215a6e7786b603bfda3122,-1834.384476458616,-1716.402000327755,0.01827760772309866,d6acf65fa755fa412946fe47e95b867db1466593901a343ba5eaaf99beeee818
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_110.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_110.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_110.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,648109d16265f48b5a65f7b17c1f2d1c8c578b0a7dbd227687de138e405d1576,-1995.7104652281473,-1563.6675032574426,0.10024723334118202,7c12163d3d56f8804df844b40679949d23da0792298cd04470465dd083e1f574
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_111.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_111.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_111.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,386615504666e16e660d91a92c458e4b15ccdffb0a8d75576a854939faa131e9,-1643.538040911741,-1740.02089681213,0.03821815399105251,f941d18c92e82bf655d8971580b6c43d854e788bc46981657c5c5b6821cd5965
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_112.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_112.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_112.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,b066a28dc18226d52d1391de58a7bba5094ef0b719dfb50ccf5b87e8cccebe48,-1524.9387367125223,-1508.2063826519739,0.2962826701200848,f992de028994627911e6c7b5d32afe30590b1c12ca3b8366c311dae96088758b
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_113.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_113.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_113.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,02031df03238ca5d865c3c1107fcc412fd4d5972de4521652dbd16acf855eb7d,-1825.1041419859598,-1754.4449080425989,0.016555804097009654,37bbc09dc103adbd96e3e2057c71d519b128ee43254c5678e76a735314b87806
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_114.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_114.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_114.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,8a1dfb0993ea038585eb52959d1c6abfd67e8175b4bfcf06faec88e462d20a08,-1792.2685706968973,-1653.2257918316614,0.033229338356486934,c097f7a01bf75593ce88b58785d33a0efca517bd12354494bc4e69efb1a84f5f
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_115.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_115.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_115.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,66cc4666d1ba00700d78ca001921a239fc33c1d16a795e4b7d5e760ff1133651,-1586.5843665953348,-1669.0367049175989,0.062132093242288675,1223a3e8cdb47fa85f28c989426b8a9a90882f12bbc958f6a2366640e23fbf85
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_116.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_116.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_116.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,b69568a16c9759987eaa90c973f48cc53843a59e5c23e7959dd89c5fc7c88f47,-1465.3963783140848,-1535.37538899963,0.26197904403108074,ca78aa72462c00f85795fa1b58756655fbb2fcfd303fb58e7323a0aa137eefa4
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_117.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_117.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_117.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,6d304dc4b536431e7055b06892612ea302a1c1d91d532d98028b844af9430322,-1870.226273333616,-1614.5507430035364,0.049211207911466916,c9c0b29c474f2e9c9364217ed77226bb39096c440f48a5648b4306ad6cf1fb60
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_118.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_118.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_118.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,87632d78b7f6b743f4f6fbf4f6ba5f1c5d9c44c46a26ceaf8f302ca4ce06593e,-1522.443802630491,-1466.17128743713,0.43040675771132564,0b95e18befa697289527707b9d0684b62cc4c41f1f4c5ad1f6f32c9b5e8bba73
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_119.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_119.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_119.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,8c1f1944405ee2a07752688c1bdb40cb562c0a6f3cbdf7d0ad6f3365f55da198,-1459.7724769468973,-1686.8943098980676,0.1260301389215917,dab396676622aa3b3bf7d15a80ad4dc16eb4edd46d957660d4a0e16bfa6a6310
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_12.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_12.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_12.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,6dc4a5735e7fc7cb1a8c1a9c3bacba808759113cea0b7811139b9985dd11131f,-2046.4411781187723,-1777.85488118713,0.00778490699317165,963b981eb6a4cafe44ba2e9f77f9b0fc9c2300514ac993fc3088d65bb66c1850
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_120.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_120.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_120.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,60203c25a7e01b546d86df1432d94dfeb9b2980001a01e3ea0e11bd07e7eaa2a,-2115.1740882750223,-1702.4367903668176,0.011449258299976454,6baa7a7c10ba19a25ced4f550a67ece04b102846530c193700a052d6ae83bbb7
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_121.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_121.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_121.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,5e9964c17a674626db094fc79322d53d6d5ec4f96a5cc06b72178327bd60ba21,-1704.4413001890848,-1611.212547202755,0.06450141276194961,8aefab72069f01df1f8c56c0d34813ee374107c5dafca8c75865389d3b46f3e6
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_122.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_122.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_122.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,82dc0c02ead0bac859713fc0d7c45c4313a069c1c3881433056fc2862d8f802f,-1512.2212074156473,-1550.874656577755,0.19756592889098185,442fcb4bec98d3e617602cce830f48b7c2dd5538815b4ff55586d0a534219455
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_123.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_123.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_123.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,23f1222dcbda35ab96db93050539ae759f0a20b7ca9071635705dfb54047df4d,-1834.8381507750223,-1647.3687361675989,0.0330821756534024,2c148bbe791f4145a2c2039f0d0dfb58e548579771f8c3cacd2a0f88f37af530
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_124.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_124.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_124.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,450e3c0a9d540f8fc098d1d1a2449a94ebb573e3db3827f2297c392a1e5e8f4e,-2052.39759901721,-1703.5833357769739,0.012288085707558277,030be4b44d0b48410658fb11de8e0edcb229c57d3a279ae11cb7863fcb3c1039
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_125.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_125.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_125.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,48cecef4b534bab8186d5c0241e932afc026ea318dfec60d7bf34601a10a1dbc,-1569.555374896116,-1538.237937827755,0.19822816105486227,499f9f13bedf39cea467172eaffde714df54f0304247f55a15182e64d38ebc58
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_126.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_126.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_126.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,1110553f763b52188040e64b351f65b28d425cd2ad0dbae6c7ddb3651baed4e9,-1720.6307533140848,-1639.9267195660364,0.045605721685895925,b5ccb09a15fa99b43976c45dcebb38e34dc2882143b5df7b8e614b0bdb28d7d0
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_127.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_127.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_127.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,1bbf5d224784dddfa3c941a5637addd0f6472539d3024c2d00720185a02eeefc,-1719.8267982359598,-1670.9507063824426,0.0347745467388745,8920e878fa23ab0081ecdf1631052c494f5a038df7e2bb32636cfe7051450065
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_128.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_128.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_128.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,ce2c2c1ab41c892ec28d2e87cff896d85845f2e2473009f94a4acd72a75f97ce,-1895.2903602476786,-1524.1064070660364,0.18645514480809985,e1cbb6365bcbc939764c3214318bf615d343aa72bc69b4f04b02c9fc246005e0
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_129.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_129.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_129.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,70de382a3401fdc73db45cb14706d91020a62e318be09c437b867a65dccba019,-1578.893753802366,-1656.460105796505,0.06826877796091359,48ab7e365cc00298adfc77074c0230d7b765cdce06a4fecc698878c83118ee36
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_13.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_13.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_13.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,80f43b7aa5c51f391f3330e15afc9998cb9ad25f2d86eb243e5ecc30c7344ea6,-2414.705460345335,-1632.0718001324426,0.02980044737461738,2ca4b3f1eb868cc3611e561aa593ae737ca298d0ac485d29b2157c17ebeedf14
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_130.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_130.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_130.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,60e3d11027cb7f92e48bed89f8f5c2a47ba2656f9f9fb39eb858d0b8e6d865a4,-1347.091751849241,-1522.3586043316614,0.4431804803390629,8ceca3aea305a144f57ba2c853bd1743fb710b6c743e947376c1ef972d155bec
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_131.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_131.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_131.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,24a989d187dbbc3439f9a2858b0a794c86312ca2b89077075c97171b077c5a87,-1805.8849037047098,-1647.8266219097864,0.03464210030609842,6ca809a71bad050be39ec61caf6259ed292449133ad62e13bcdc7aefbe10e8f7
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_132.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_132.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_132.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,cbe09b0fecb8eca739343865c816dfaf8c454d6f1ab333e6de4bda635df2dc3f,-1598.0761878843973,-1701.4702986675989,0.05187485283729692,d0cea84da1f4dc9c1b9c9420df4b6a6fc71ebc84fd6b179b61ec66b57e257ec2
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_133.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_133.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_133.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,7ad1bc12b20e5a4c979eff40d3a95b9f7f25b1aaab7be0968b9ec6fa1a428ada,-1964.0944984312723,-1567.98769368713,0.09453732046150223,42284334ec2956af872bd2f7e5ba8cfb28414ae42131b851b9f19b74808a7c48
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_134.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_134.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_134.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,c2e8544f45fe81644d60e1147d839a738768990b53d1b2091761cbb131986752,-1409.7061317320536,-1696.19374837463,0.1772280433246998,48010e2e2edebafcce7d8c5d2593fe6c47eaeda280cb53c69ee14642eb0e85e9
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_135.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_135.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_135.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,a517e35ca4a0fcfb0f1fc17cd42e1b7a4bf9556aae23192ce6d6aac5bf30cf02,-1602.1706703062723,-1544.25624837463,0.17438780315516833,9cef829ebc0a8f3ad68bb337c6c7f05212869a1cd02327fbf90b0009abf86dd3
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_136.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_136.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_136.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,fac2e0f3f8f29512db5b8eadb9457651caa0c3b3c67a6cc5f50761d3291b2b45,-1937.245560442991,-1683.2363509136926,0.018424770426183186,5185e784daf9a049c37e28fa2e636123ca6401ff4def93c00263a4e2ba077dd2
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_137.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_137.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_137.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,81a94d7c107a1e094c29e80c0bc5de0ca947fee92affe35af41103e6807a3180,-2780.5319984312723,-1763.8335188824426,0.004208853308217565,4cf17c48d0d0e2b69575f6dd8af89af282848b01542c25cbd8ebf60b808a8350
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_138.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_138.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_138.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,1cb10ac12828afca0e22174283ac79030ff0a5f86285563da8088bd06b66e290,-1522.793412005491,-1657.9028548199426,0.09125559218271723,9efd2aab2693571bafe512d75f8fabb36db4b8dbdd0faaa8c2eeb838b11d98fa
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_139.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_139.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_139.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,83157f3847efbc7d331693aada7a29a32f066c8f55df78279e9223821c26d096,-2361.9321449156473,-1873.235008140255,0.00223687308688486,ad2d84f985f463f346a240a303f4cecd079603b6b5c305d3e5642291e301ccd2
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_14.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_14.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_14.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,12de3ba8b74d02296fb9333dbcd3ea18be7c21db9892ec7bb0efced602de76ae,-2335.140030657835,-1639.887840171505,0.026047798445961858,d82c318b4c4d056a5cfed0732cdaea13739a293587fa62e7ca7421aa8c879e0f
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_140.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_140.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_140.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,1f1ea5e8566875b8d1473e6312461689083782b22b8143264824e04537e6c4c2,-1890.6958778258036,-1668.9883040386926,0.022927949140569816,89208b01325978df1f810ea98e181fb69574c26d4f4653227be0d6f0de96714e
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_141.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_141.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_141.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,1f30adf6900b02108237f6696967f22d618204a61a490c0b7522c278f852ec3c,-1647.2900550718973,-1582.009910484005,0.10198375323757947,57c44304e96e085bc2b88ba58be6f57b65d45ef2a7c15a1336e9af2fc54fc64d
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_142.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_142.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_142.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,bbaa49113a5db412054822df2fa34235223abf1d6ed2d2ad431031273858dbab,-1871.414261614866,-1721.8930891949426,0.015510948905109487,664a4d3d793d03d33994b5df221a27187a427d1ea81266d789401235d6ef046b
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_143.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_143.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_143.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,7577b0ed1e10c9bd599db9de1dc91de797c3344e1260678f27cd46e9c822cd49,-1754.7413490172098,-1746.95400228088,0.02213327054391335,bbce8fc89a3b8c1a53d955723793d132a697e0365c2a3574046f7f07d66f52ae
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_144.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_144.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_144.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,2d4d7afe054fd5fdfb7c3d94f4093bf120631fbccaf722af18658cf9f058e2f5,-1503.9677894468973,-1646.43398274963,0.10666352719566753,e2abfd18bee12e5702c33b95a28468c35192c39eb554c330af290651d33445ba
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_145.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_145.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_145.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,254ade9a4dc8ae41700ed123bb0ea1a851c11124f0429e71d4e64c643d3a8879,-1706.9298255797098,-1646.027000327755,0.044369554979985876,a67786331bd5a4366316b44ec155687f68737d448f62dfe22249cf7df994c612
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_146.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_146.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_146.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,4e72b5250e399e25cce638d01bcb59c58f9b74d826e07850a22b6ed5cf8e5a9f,-1622.0785072203348,-1573.47255696838,0.11833352955027077,a60316fb388baed43f0c076685d95f48d338c85662be62421a20ac67b9bcf745
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_147.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_147.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_147.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,b32b350a6e7cb315aaf62457fe5f60ee3e17cb5d905620d6224b88dcaf6cbc0b,-1491.5449989195536,-1641.8003157574426,0.11630268424770426,b0cabd81d41a02387fc0288e139910209edf526804466745b9b8554c26a839d4
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_148.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_148.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_148.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,578776942ed9ef35e9f760a7af488e31b8d6d2567c3173784f908037d31ab838,-2464.3818519468973,-1812.8398055035364,0.0030168354132328705,f3cca4519d664dde61b6ca2a2153df01ea1db05895496e4e286f4063d61c5239
genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_149.mp4,datasets/genvideo/fake/MorphStudio/MorphStudio_149.mp4,genvideo:datasets/genvideo/fake/MorphStudio/MorphStudio_149.mp4,genvideo,annotated,MorphStudio,evaluation,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",-1,ead4f840d6a394eada94fef7c8ba3bdcfed781159dde192d24ed19171c51806d,-2566.36683729846,-1877.8466414410364,0.0015893571933129269,0179532cad45b05ca42d33c650534e3a76ebe2e619f3f5a35ca1d7ff2b40143a
